event,year,character,value,rate,type,count
Acute Hepatitis B,2020,Area,North Carolina,1.3,Case,135
Acute Hepatitis B,2021,Area,North Carolina,1.3,Case,142
Acute Hepatitis B,2022,Area,North Carolina,1,Case,110
Acute Hepatitis B,2023,Area,North Carolina,1,Case,105
Acute Hepatitis B,2011,Area,North Dakota,NA,Case,NA
Acute Hepatitis B,2012,Area,North Dakota,NA,Case,NA
Acute Hepatitis B,2013,Area,North Dakota,NA,Case,NA
Acute Hepatitis B,2014,Area,North Dakota,NA,Case,NA
Acute Hepatitis B,2015,Area,North Dakota,0.3,Case,2
Acute Hepatitis B,2016,Area,North Dakota,0.3,Case,2
Acute Hepatitis B,2017,Area,North Dakota,NA,Case,NA
Acute Hepatitis B,2018,Area,North Dakota,0.3,Case,2
Acute Hepatitis B,2019,Area,North Dakota,NA,Case,NA
Acute Hepatitis B,2020,Area,North Dakota,0.5,Case,4
Acute Hepatitis B,2021,Area,North Dakota,0.3,Case,2
Acute Hepatitis B,2022,Area,North Dakota,0.1,Case,1
Acute Hepatitis B,2023,Area,North Dakota,NA,Case,NA
Acute Hepatitis B,2011,Area,Ohio,0.8,Case,90
Acute Hepatitis B,2012,Area,Ohio,1.5,Case,178
Acute Hepatitis B,2013,Area,Ohio,1.9,Case,225
Acute Hepatitis B,2014,Area,Ohio,1.5,Case,171
Acute Hepatitis B,2015,Area,Ohio,3.5,Case,409
Acute Hepatitis B,2016,Area,Ohio,2.6,Case,299
Acute Hepatitis B,2017,Area,Ohio,2.4,Case,285
Acute Hepatitis B,2018,Area,Ohio,2.7,Case,310
Acute Hepatitis B,2019,Area,Ohio,2.7,Case,311
Acute Hepatitis B,2020,Area,Ohio,1.1,Case,131
Acute Hepatitis B,2021,Area,Ohio,0.9,Case,106
Acute Hepatitis B,2022,Area,Ohio,0.6,Case,74
Acute Hepatitis B,2023,Area,Ohio,0.3,Case,35
Acute Hepatitis B,2011,Area,Oklahoma,2.6,Case,100
Acute Hepatitis B,2012,Area,Oklahoma,2.1,Case,79
Acute Hepatitis B,2013,Area,Oklahoma,1,Case,40
Acute Hepatitis B,2014,Area,Oklahoma,1.5,Case,57
Acute Hepatitis B,2015,Area,Oklahoma,0.9,Case,37
Acute Hepatitis B,2016,Area,Oklahoma,0.8,Case,32
Acute Hepatitis B,2017,Area,Oklahoma,1,Case,41
Acute Hepatitis B,2018,Area,Oklahoma,0.2,Case,6
Acute Hepatitis B,2019,Area,Oklahoma,0.4,Case,17
Acute Hepatitis B,2020,Area,Oklahoma,0.8,Case,31
Acute Hepatitis B,2021,Area,Oklahoma,0.8,Case,30
Acute Hepatitis B,2022,Area,Oklahoma,0.8,Case,33
Acute Hepatitis B,2023,Area,Oklahoma,0.5,Case,21
Acute Hepatitis B,2011,Area,Oregon,0.8,Case,32
Acute Hepatitis B,2012,Area,Oregon,0.6,Case,25
Acute Hepatitis B,2013,Area,Oregon,0.8,Case,32
Acute Hepatitis B,2014,Area,Oregon,0.8,Case,32
Acute Hepatitis B,2015,Area,Oregon,0.6,Case,24
Acute Hepatitis B,2016,Area,Oregon,0.5,Case,20
Acute Hepatitis B,2017,Area,Oregon,0.6,Case,23
Acute Hepatitis B,2018,Area,Oregon,0.4,Case,18
Acute Hepatitis B,2019,Area,Oregon,0.4,Case,17
Acute Hepatitis B,2020,Area,Oregon,0.4,Case,17
Acute Hepatitis B,2021,Area,Oregon,0.4,Case,18
Acute Hepatitis B,2022,Area,Oregon,0.4,Case,17
Acute Hepatitis B,2023,Area,Oregon,0.2,Case,10
Acute Hepatitis B,2011,Area,Pennsylvania,0.7,Case,84
Acute Hepatitis B,2012,Area,Pennsylvania,0.5,Case,63
Acute Hepatitis B,2013,Area,Pennsylvania,0.3,Case,43
Acute Hepatitis B,2014,Area,Pennsylvania,0.5,Case,68
Acute Hepatitis B,2015,Area,Pennsylvania,0.5,Case,61
Acute Hepatitis B,2016,Area,Pennsylvania,0.3,Case,43
Acute Hepatitis B,2017,Area,Pennsylvania,0.5,Case,69
Acute Hepatitis B,2018,Area,Pennsylvania,0.5,Case,61
Acute Hepatitis B,2019,Area,Pennsylvania,0.7,Case,91
Acute Hepatitis B,2020,Area,Pennsylvania,0.4,Case,50
Acute Hepatitis B,2021,Area,Pennsylvania,0.3,Case,37
Acute Hepatitis B,2022,Area,Pennsylvania,0.4,Case,47
Acute Hepatitis B,2023,Area,Pennsylvania,0.3,Case,43
Acute Hepatitis B,2011,Area,Rhode Island,NA,Case,NA
Acute Hepatitis B,2012,Area,Rhode Island,NA,Case,NA
Acute Hepatitis B,2013,Area,Rhode Island,NA,Case,NA
Acute Hepatitis B,2014,Area,Rhode Island,NA,Case,NA
Acute Hepatitis B,2015,Area,Rhode Island,NA,Case,NA
Acute Hepatitis B,2016,Area,Rhode Island,NA,Case,NA
Acute Hepatitis B,2017,Area,Rhode Island,NA,Case,NA
Acute Hepatitis B,2018,Area,Rhode Island,NA,Case,NA
Acute Hepatitis B,2019,Area,Rhode Island,NA,Case,NA
Acute Hepatitis B,2020,Area,Rhode Island,NA,Case,NA
Acute Hepatitis B,2021,Area,Rhode Island,NA,Case,NA
Acute Hepatitis B,2022,Area,Rhode Island,0.1,Case,1
Acute Hepatitis B,2023,Area,Rhode Island,0.5,Case,5
Acute Hepatitis B,2011,Area,South Carolina,0.8,Case,39
Acute Hepatitis B,2012,Area,South Carolina,0.8,Case,37
Acute Hepatitis B,2013,Area,South Carolina,1.2,Case,58
Acute Hepatitis B,2014,Area,South Carolina,0.8,Case,37
Acute Hepatitis B,2015,Area,South Carolina,0.6,Case,30
Acute Hepatitis B,2016,Area,South Carolina,0.7,Case,34
Acute Hepatitis B,2017,Area,South Carolina,0.8,Case,40
Acute Hepatitis B,2018,Area,South Carolina,0.9,Case,45
Acute Hepatitis B,2019,Area,South Carolina,0.8,Case,42
Acute Hepatitis B,2020,Area,South Carolina,1.3,Case,66
Acute Hepatitis B,2021,Area,South Carolina,1.1,Case,59
Acute Hepatitis B,2022,Area,South Carolina,1,Case,55
Acute Hepatitis B,2023,Area,South Carolina,1.1,Case,61
Acute Hepatitis B,2011,Area,South Dakota,0.2,Case,2
Acute Hepatitis B,2012,Area,South Dakota,0.2,Case,2
Acute Hepatitis B,2013,Area,South Dakota,0.6,Case,5
Acute Hepatitis B,2014,Area,South Dakota,0.4,Case,3
Acute Hepatitis B,2015,Area,South Dakota,0.2,Case,2
Acute Hepatitis B,2016,Area,South Dakota,0.2,Case,2
Acute Hepatitis B,2017,Area,South Dakota,0.2,Case,2
Acute Hepatitis B,2018,Area,South Dakota,0.1,Case,1
Acute Hepatitis B,2019,Area,South Dakota,0.6,Case,5
Acute Hepatitis B,2020,Area,South Dakota,0.1,Case,1
Acute Hepatitis B,2021,Area,South Dakota,0.2,Case,2
Acute Hepatitis B,2022,Area,South Dakota,0.3,Case,3
Acute Hepatitis B,2023,Area,South Dakota,0.3,Case,3
Acute Hepatitis B,2011,Area,Tennessee,3,Case,192
Acute Hepatitis B,2012,Area,Tennessee,3.7,Case,240
Acute Hepatitis B,2013,Area,Tennessee,4,Case,262
Acute Hepatitis B,2014,Area,Tennessee,3.5,Case,232
Acute Hepatitis B,2015,Area,Tennessee,3.7,Case,243
Acute Hepatitis B,2016,Area,Tennessee,3.1,Case,204
Acute Hepatitis B,2017,Area,Tennessee,3.2,Case,215
Acute Hepatitis B,2018,Area,Tennessee,2.8,Case,192
Acute Hepatitis B,2019,Area,Tennessee,3,Case,208
Acute Hepatitis B,2020,Area,Tennessee,2.3,Case,156
Acute Hepatitis B,2021,Area,Tennessee,1.6,Case,114
Acute Hepatitis B,2022,Area,Tennessee,1.2,Case,87
Acute Hepatitis B,2023,Area,Tennessee,1.3,Case,93
Acute Hepatitis B,2011,Area,Texas,0.8,Case,204
Acute Hepatitis B,2012,Area,Texas,0.7,Case,170
Acute Hepatitis B,2013,Area,Texas,0.5,Case,142
Acute Hepatitis B,2014,Area,Texas,0.5,Case,122
Acute Hepatitis B,2015,Area,Texas,0.6,Case,159
Acute Hepatitis B,2016,Area,Texas,0.6,Case,156
Acute Hepatitis B,2017,Area,Texas,0.4,Case,106
Acute Hepatitis B,2018,Area,Texas,0.4,Case,102
Acute Hepatitis B,2019,Area,Texas,0.2,Case,69
Acute Hepatitis B,2020,Area,Texas,0.2,Case,50
Acute Hepatitis B,2021,Area,Texas,0.2,Case,58
Acute Hepatitis B,2022,Area,Texas,0.2,Case,55
Acute Hepatitis B,2023,Area,Texas,0.3,Case,103
Acute Hepatitis B,2011,Area,Utah,0.4,Case,10
Acute Hepatitis B,2012,Area,Utah,0.5,Case,13
Acute Hepatitis B,2013,Area,Utah,0.2,Case,5
Acute Hepatitis B,2014,Area,Utah,0.4,Case,11
Acute Hepatitis B,2015,Area,Utah,0.3,Case,10
Acute Hepatitis B,2016,Area,Utah,0.2,Case,5
Acute Hepatitis B,2017,Area,Utah,0.6,Case,18
Acute Hepatitis B,2018,Area,Utah,1.1,Case,36
Acute Hepatitis B,2019,Area,Utah,0.9,Case,29
Acute Hepatitis B,2020,Area,Utah,0.3,Case,11
Acute Hepatitis B,2021,Area,Utah,0.5,Case,17
Acute Hepatitis B,2022,Area,Utah,0.6,Case,19
Acute Hepatitis B,2023,Area,Utah,0.4,Case,15
Acute Hepatitis B,2011,Area,Vermont,NA,Case,NA
Acute Hepatitis B,2012,Area,Vermont,0.3,Case,2
Acute Hepatitis B,2013,Area,Vermont,0.3,Case,2
Acute Hepatitis B,2014,Area,Vermont,0.6,Case,4
Acute Hepatitis B,2015,Area,Vermont,0.5,Case,3
Acute Hepatitis B,2016,Area,Vermont,0.3,Case,2
Acute Hepatitis B,2017,Area,Vermont,0.2,Case,1
Acute Hepatitis B,2018,Area,Vermont,0.5,Case,3
Acute Hepatitis B,2019,Area,Vermont,1.4,Case,9
Acute Hepatitis B,2020,Area,Vermont,0.5,Case,3
Acute Hepatitis B,2021,Area,Vermont,0.5,Case,3
Acute Hepatitis B,2022,Area,Vermont,0.2,Case,1
Acute Hepatitis B,2023,Area,Vermont,0.9,Case,6
Acute Hepatitis B,2011,Area,Virginia,1,Case,84
Acute Hepatitis B,2012,Area,Virginia,1,Case,84
Acute Hepatitis B,2013,Area,Virginia,0.9,Case,72
Acute Hepatitis B,2014,Area,Virginia,0.7,Case,61
Acute Hepatitis B,2015,Area,Virginia,0.8,Case,69
Acute Hepatitis B,2016,Area,Virginia,0.7,Case,56
Acute Hepatitis B,2017,Area,Virginia,0.7,Case,61
Acute Hepatitis B,2018,Area,Virginia,0.7,Case,58
Acute Hepatitis B,2019,Area,Virginia,0.7,Case,57
Acute Hepatitis B,2020,Area,Virginia,0.5,Case,41
Acute Hepatitis B,2021,Area,Virginia,0.4,Case,38
Acute Hepatitis B,2022,Area,Virginia,0.5,Case,42
Acute Hepatitis B,2023,Area,Virginia,0.3,Case,30
Acute Hepatitis B,2011,Area,Washington,0.5,Case,35
Acute Hepatitis B,2012,Area,Washington,0.5,Case,34
Acute Hepatitis B,2013,Area,Washington,0.5,Case,33
Acute Hepatitis B,2014,Area,Washington,0.6,Case,44
Acute Hepatitis B,2015,Area,Washington,0.5,Case,34
Acute Hepatitis B,2016,Area,Washington,0.6,Case,45
Acute Hepatitis B,2017,Area,Washington,0.6,Case,45
Acute Hepatitis B,2018,Area,Washington,0.7,Case,51
Acute Hepatitis B,2019,Area,Washington,0.7,Case,52
Acute Hepatitis B,2020,Area,Washington,0.5,Case,38
Acute Hepatitis B,2021,Area,Washington,0.4,Case,29
Acute Hepatitis B,2022,Area,Washington,0.3,Case,24
Acute Hepatitis B,2023,Area,Washington,0.3,Case,27
Acute Hepatitis B,2011,Area,West Virginia,6.1,Case,113
Acute Hepatitis B,2012,Area,West Virginia,7.6,Case,141
Acute Hepatitis B,2013,Area,West Virginia,10.5,Case,195
Acute Hepatitis B,2014,Area,West Virginia,10.1,Case,186
Acute Hepatitis B,2015,Area,West Virginia,14.7,Case,272
Acute Hepatitis B,2016,Area,West Virginia,14.6,Case,268
Acute Hepatitis B,2017,Area,West Virginia,11.7,Case,212
Acute Hepatitis B,2018,Area,West Virginia,7.3,Case,132
Acute Hepatitis B,2019,Area,West Virginia,4.2,Case,76
Acute Hepatitis B,2020,Area,West Virginia,3.2,Case,57
Acute Hepatitis B,2021,Area,West Virginia,3,Case,53
Acute Hepatitis B,2022,Area,West Virginia,3,Case,54
Acute Hepatitis B,2023,Area,West Virginia,2,Case,35
Acute Hepatitis B,2011,Area,Wisconsin,0.3,Case,17
Acute Hepatitis B,2012,Area,Wisconsin,0.4,Case,22
Acute Hepatitis B,2013,Area,Wisconsin,0.2,Case,9
Acute Hepatitis B,2014,Area,Wisconsin,0.2,Case,11
Acute Hepatitis B,2015,Area,Wisconsin,0.1,Case,5
Acute Hepatitis B,2016,Area,Wisconsin,0.2,Case,9
Acute Hepatitis B,2017,Area,Wisconsin,0.2,Case,14
Acute Hepatitis B,2018,Area,Wisconsin,0.2,Case,14
Acute Hepatitis B,2019,Area,Wisconsin,0.1,Case,8
Acute Hepatitis B,2020,Area,Wisconsin,0.2,Case,13
Acute Hepatitis B,2021,Area,Wisconsin,0.1,Case,6
Acute Hepatitis B,2022,Area,Wisconsin,0.2,Case,12
Acute Hepatitis B,2023,Area,Wisconsin,0.1,Case,7
Acute Hepatitis B,2011,Area,Wyoming,NA,Case,NA
Acute Hepatitis B,2012,Area,Wyoming,NA,Case,NA
Acute Hepatitis B,2013,Area,Wyoming,NA,Case,NA
Acute Hepatitis B,2014,Area,Wyoming,NA,Case,NA
Acute Hepatitis B,2015,Area,Wyoming,NA,Case,NA
Acute Hepatitis B,2016,Area,Wyoming,NA,Case,NA
Acute Hepatitis B,2017,Area,Wyoming,0.3,Case,2
Acute Hepatitis B,2018,Area,Wyoming,0.3,Case,2
Acute Hepatitis B,2019,Area,Wyoming,0.5,Case,3
Acute Hepatitis B,2020,Area,Wyoming,0.2,Case,1
Acute Hepatitis B,2021,Area,Wyoming,0.2,Case,1
Acute Hepatitis B,2022,Area,Wyoming,0.2,Case,1
Acute Hepatitis B,2023,Area,Wyoming,0.2,Case,1
Acute Hepatitis C,2011,Area,Total,0.4,Case,1232
Acute Hepatitis C,2012,Area,Total,0.6,Case,1778
Acute Hepatitis C,2013,Area,Total,0.7,Case,2138
Acute Hepatitis C,2014,Area,Total,0.7,Case,2194
Acute Hepatitis C,2015,Area,Total,0.8,Case,2436
Acute Hepatitis C,2016,Area,Total,1,Case,2967
Acute Hepatitis C,2017,Area,Total,1,Case,3216
Acute Hepatitis C,2018,Area,Total,1.2,Case,3621
Acute Hepatitis C,2019,Area,Total,1.3,Case,4136
Acute Hepatitis C,2020,Area,Total,1.5,Case,4798
Acute Hepatitis C,2021,Area,Total,1.6,Case,5023
Acute Hepatitis C,2022,Area,Total,1.5,Case,4848
Acute Hepatitis C,2023,Area,Total,1.5,Case,4966
Acute Hepatitis C,2011,Area,Alabama,0.5,Case,23
Acute Hepatitis C,2012,Area,Alabama,0.5,Case,24
Acute Hepatitis C,2013,Area,Alabama,0.6,Case,30
Acute Hepatitis C,2014,Area,Alabama,0.7,Case,35
Acute Hepatitis C,2015,Area,Alabama,1.4,Case,70
Acute Hepatitis C,2016,Area,Alabama,0.7,Case,32
Acute Hepatitis C,2017,Area,Alabama,0.3,Case,17
Acute Hepatitis C,2018,Area,Alabama,1.1,Case,52
Acute Hepatitis C,2019,Area,Alabama,1.8,Case,87
Acute Hepatitis C,2020,Area,Alabama,1,Case,49
Acute Hepatitis C,2021,Area,Alabama,2.2,Case,110
Acute Hepatitis C,2022,Area,Alabama,1,Case,53
Acute Hepatitis C,2023,Area,Alabama,0.9,Case,46
Acute Hepatitis C,2011,Area,Alaska,NA,Case,NA
Acute Hepatitis C,2012,Area,Alaska,NA,Case,NA
Acute Hepatitis C,2013,Area,Alaska,NA,Case,NA
Acute Hepatitis C,2014,Area,Alaska,NA,Case,NA
Acute Hepatitis C,2015,Area,Alaska,NA,Case,NA
Acute Hepatitis C,2016,Area,Alaska,NA,Case,NA
Acute Hepatitis C,2017,Area,Alaska,NA,Case,NA
Acute Hepatitis C,2018,Area,Alaska,NA,Case,NA
Acute Hepatitis C,2019,Area,Alaska,NA,Case,NA
Acute Hepatitis C,2020,Area,Alaska,NA,Case,NA
Acute Hepatitis C,2021,Area,Alaska,NA,Case,NA
Acute Hepatitis C,2022,Area,Alaska,NA,Case,NA
Acute Hepatitis C,2023,Area,Alaska,NA,Case,NA
Acute Hepatitis C,2011,Area,Arizona,NA,Case,NA
Acute Hepatitis C,2012,Area,Arizona,NA,Case,NA
Acute Hepatitis C,2013,Area,Arizona,NA,Case,NA
Acute Hepatitis C,2014,Area,Arizona,NA,Case,NA
Acute Hepatitis C,2015,Area,Arizona,NA,Case,NA
Acute Hepatitis C,2016,Area,Arizona,NA,Case,NA
Acute Hepatitis C,2017,Area,Arizona,NA,Case,NA
Acute Hepatitis C,2018,Area,Arizona,NA,Case,NA
Acute Hepatitis C,2019,Area,Arizona,NA,Case,NA
Acute Hepatitis C,2020,Area,Arizona,NA,Case,NA
Acute Hepatitis C,2021,Area,Arizona,NA,Case,NA
Acute Hepatitis C,2022,Area,Arizona,NA,Case,NA
Acute Hepatitis C,2023,Area,Arizona,NA,Case,NA
Acute Hepatitis C,2011,Area,Arkansas,NA,Case,NA
Acute Hepatitis C,2012,Area,Arkansas,0.2,Case,5
Acute Hepatitis C,2013,Area,Arkansas,1,Case,30
Acute Hepatitis C,2014,Area,Arkansas,0.4,Case,13
Acute Hepatitis C,2015,Area,Arkansas,0.1,Case,2
Acute Hepatitis C,2016,Area,Arkansas,NA,Case,NA
Acute Hepatitis C,2017,Area,Arkansas,0,Case,1
Acute Hepatitis C,2018,Area,Arkansas,0.3,Case,10
Acute Hepatitis C,2019,Area,Arkansas,1.9,Case,58
Acute Hepatitis C,2020,Area,Arkansas,2.1,Case,65
Acute Hepatitis C,2021,Area,Arkansas,1.5,Case,44
Acute Hepatitis C,2022,Area,Arkansas,0.9,Case,27
Acute Hepatitis C,2023,Area,Arkansas,0.7,Case,20
Acute Hepatitis C,2011,Area,California,0.1,Case,48
Acute Hepatitis C,2012,Area,California,0.2,Case,63
Acute Hepatitis C,2013,Area,California,0.2,Case,72
Acute Hepatitis C,2014,Area,California,0.2,Case,73
Acute Hepatitis C,2015,Area,California,0.2,Case,59
Acute Hepatitis C,2016,Area,California,0.2,Case,60
Acute Hepatitis C,2017,Area,California,0.3,Case,103
Acute Hepatitis C,2018,Area,California,0.3,Case,114
Acute Hepatitis C,2019,Area,California,0.5,Case,200
Acute Hepatitis C,2020,Area,California,0.1,Case,59
Acute Hepatitis C,2021,Area,California,0.3,Case,100
Acute Hepatitis C,2022,Area,California,0.4,Case,159
Acute Hepatitis C,2023,Area,California,0.6,Case,231
Acute Hepatitis C,2011,Area,Colorado,0.5,Case,28
Acute Hepatitis C,2012,Area,Colorado,0.8,Case,42
Acute Hepatitis C,2013,Area,Colorado,0.4,Case,21
Acute Hepatitis C,2014,Area,Colorado,0.6,Case,33
Acute Hepatitis C,2015,Area,Colorado,0.7,Case,40
Acute Hepatitis C,2016,Area,Colorado,0.6,Case,35
Acute Hepatitis C,2017,Area,Colorado,0.7,Case,42
Acute Hepatitis C,2018,Area,Colorado,0.8,Case,46
Acute Hepatitis C,2019,Area,Colorado,0.8,Case,45
Acute Hepatitis C,2020,Area,Colorado,0.2,Case,10
Acute Hepatitis C,2021,Area,Colorado,0.1,Case,3
Acute Hepatitis C,2022,Area,Colorado,0.5,Case,27
Acute Hepatitis C,2023,Area,Colorado,0.4,Case,25
Acute Hepatitis C,2011,Area,Connecticut,1.3,Case,47
Acute Hepatitis C,2012,Area,Connecticut,0.9,Case,34
Acute Hepatitis C,2013,Area,Connecticut,NA,Case,NA
Acute Hepatitis C,2014,Area,Connecticut,NA,Case,NA
Acute Hepatitis C,2015,Area,Connecticut,NA,Case,NA
Acute Hepatitis C,2016,Area,Connecticut,0.5,Case,17
Acute Hepatitis C,2017,Area,Connecticut,0.3,Case,9
Acute Hepatitis C,2018,Area,Connecticut,0.3,Case,10
Acute Hepatitis C,2019,Area,Connecticut,0.2,Case,7
Acute Hepatitis C,2020,Area,Connecticut,0.3,Case,12
Acute Hepatitis C,2021,Area,Connecticut,1,Case,36
Acute Hepatitis C,2022,Area,Connecticut,0.4,Case,14
Acute Hepatitis C,2023,Area,Connecticut,0.1,Case,4
Acute Hepatitis C,2011,Area,Delaware,0.3,Case,3
Acute Hepatitis C,2012,Area,Delaware,NA,Case,NA
Acute Hepatitis C,2013,Area,Delaware,NA,Case,NA
Acute Hepatitis C,2014,Area,Delaware,NA,Case,NA
Acute Hepatitis C,2015,Area,Delaware,0.4,Case,4
Acute Hepatitis C,2016,Area,Delaware,2.6,Case,25
Acute Hepatitis C,2017,Area,Delaware,0.4,Case,4
Acute Hepatitis C,2018,Area,Delaware,NA,Case,NA
Acute Hepatitis C,2019,Area,Delaware,NA,Case,NA
Acute Hepatitis C,2020,Area,Delaware,5,Case,49
Acute Hepatitis C,2021,Area,Delaware,5.8,Case,58
Acute Hepatitis C,2022,Area,Delaware,1.7,Case,17
Acute Hepatitis C,2023,Area,Delaware,3,Case,31
Acute Hepatitis C,2011,Area,District of Columbia,NA,Case,NA
Acute Hepatitis C,2012,Area,District of Columbia,NA,Case,NA
Acute Hepatitis C,2013,Area,District of Columbia,NA,Case,NA
Acute Hepatitis C,2014,Area,District of Columbia,NA,Case,NA
Acute Hepatitis C,2015,Area,District of Columbia,NA,Case,NA
Acute Hepatitis C,2016,Area,District of Columbia,NA,Case,NA
Acute Hepatitis C,2017,Area,District of Columbia,NA,Case,NA
Acute Hepatitis C,2018,Area,District of Columbia,NA,Case,NA
Acute Hepatitis C,2019,Area,District of Columbia,NA,Case,NA
Acute Hepatitis C,2020,Area,District of Columbia,NA,Case,NA
Acute Hepatitis C,2021,Area,District of Columbia,NA,Case,NA
Acute Hepatitis C,2022,Area,District of Columbia,3.6,Case,24
Acute Hepatitis C,2023,Area,District of Columbia,5.2,Case,35
Acute Hepatitis C,2011,Area,Florida,0.3,Case,64
Acute Hepatitis C,2012,Area,Florida,0.6,Case,107
Acute Hepatitis C,2013,Area,Florida,0.7,Case,134
Acute Hepatitis C,2014,Area,Florida,0.5,Case,93
Acute Hepatitis C,2015,Area,Florida,0.6,Case,126
Acute Hepatitis C,2016,Area,Florida,1.1,Case,236
Acute Hepatitis C,2017,Area,Florida,1.7,Case,357
Acute Hepatitis C,2018,Area,Florida,2,Case,435
Acute Hepatitis C,2019,Area,Florida,2.9,Case,616
Acute Hepatitis C,2020,Area,Florida,6.1,Case,NA
Acute Hepatitis C,2021,Area,Florida,7.1,Case,NA
Acute Hepatitis C,2022,Area,Florida,6.6,Case,NA
Acute Hepatitis C,2023,Area,Florida,6.3,Case,NA
Acute Hepatitis C,2011,Area,Georgia,0.5,Case,53
Acute Hepatitis C,2012,Area,Georgia,0.8,Case,82
Acute Hepatitis C,2013,Area,Georgia,0.5,Case,48
Acute Hepatitis C,2014,Area,Georgia,0.6,Case,57
Acute Hepatitis C,2015,Area,Georgia,0.8,Case,84
Acute Hepatitis C,2016,Area,Georgia,0.9,Case,93
Acute Hepatitis C,2017,Area,Georgia,1,Case,100
Acute Hepatitis C,2018,Area,Georgia,0.8,Case,84
Acute Hepatitis C,2019,Area,Georgia,0.6,Case,61
Acute Hepatitis C,2020,Area,Georgia,1.3,Case,138
Acute Hepatitis C,2021,Area,Georgia,1.1,Case,114
Acute Hepatitis C,2022,Area,Georgia,1,Case,105
Acute Hepatitis C,2023,Area,Georgia,0.7,Case,77
Acute Hepatitis C,2011,Area,Hawaii,NA,Case,NA
Acute Hepatitis C,2012,Area,Hawaii,NA,Case,NA
Acute Hepatitis C,2013,Area,Hawaii,NA,Case,NA
Acute Hepatitis C,2014,Area,Hawaii,NA,Case,NA
Acute Hepatitis C,2015,Area,Hawaii,NA,Case,NA
Acute Hepatitis C,2016,Area,Hawaii,NA,Case,NA
Acute Hepatitis C,2017,Area,Hawaii,NA,Case,NA
Acute Hepatitis C,2018,Area,Hawaii,NA,Case,NA
Acute Hepatitis C,2019,Area,Hawaii,0.5,Case,7
Acute Hepatitis C,2020,Area,Hawaii,NA,Case,NA
Acute Hepatitis C,2021,Area,Hawaii,NA,Case,NA
Acute Hepatitis C,2022,Area,Hawaii,NA,Case,NA
Acute Hepatitis C,2023,Area,Hawaii,NA,Case,NA
Acute Hepatitis C,2011,Area,Idaho,0.8,Case,12
Acute Hepatitis C,2012,Area,Idaho,0.7,Case,11
Acute Hepatitis C,2013,Area,Idaho,0.9,Case,14
Acute Hepatitis C,2014,Area,Idaho,0.4,Case,6
Acute Hepatitis C,2015,Area,Idaho,0.2,Case,4
Acute Hepatitis C,2016,Area,Idaho,0.4,Case,7
Acute Hepatitis C,2017,Area,Idaho,0.5,Case,8
Acute Hepatitis C,2018,Area,Idaho,0.2,Case,4
Acute Hepatitis C,2019,Area,Idaho,1,Case,17
Acute Hepatitis C,2020,Area,Idaho,0.1,Case,2
Acute Hepatitis C,2021,Area,Idaho,NA,Case,NA
Acute Hepatitis C,2022,Area,Idaho,0.4,Case,7
Acute Hepatitis C,2023,Area,Idaho,0.6,Case,11
Acute Hepatitis C,2011,Area,Illinois,0,Case,6
Acute Hepatitis C,2012,Area,Illinois,0.2,Case,26
Acute Hepatitis C,2013,Area,Illinois,0.3,Case,37
Acute Hepatitis C,2014,Area,Illinois,0.2,Case,27
Acute Hepatitis C,2015,Area,Illinois,0.2,Case,31
Acute Hepatitis C,2016,Area,Illinois,0.2,Case,21
Acute Hepatitis C,2017,Area,Illinois,0.3,Case,39
Acute Hepatitis C,2018,Area,Illinois,0.7,Case,93
Acute Hepatitis C,2019,Area,Illinois,1.2,Case,156
Acute Hepatitis C,2020,Area,Illinois,1.6,Case,203
Acute Hepatitis C,2021,Area,Illinois,1.8,Case,230
Acute Hepatitis C,2022,Area,Illinois,1.7,Case,218
Acute Hepatitis C,2023,Area,Illinois,1.7,Case,208
Acute Hepatitis C,2011,Area,Indiana,1.3,Case,84
Acute Hepatitis C,2012,Area,Indiana,1.7,Case,110
Acute Hepatitis C,2013,Area,Indiana,2.7,Case,175
Acute Hepatitis C,2014,Area,Indiana,1.8,Case,122
Acute Hepatitis C,2015,Area,Indiana,2.1,Case,138
Acute Hepatitis C,2016,Area,Indiana,2.2,Case,146
Acute Hepatitis C,2017,Area,Indiana,2.9,Case,191
Acute Hepatitis C,2018,Area,Indiana,4,Case,266
Acute Hepatitis C,2019,Area,Indiana,4.8,Case,325
Acute Hepatitis C,2020,Area,Indiana,3.6,Case,243
Acute Hepatitis C,2021,Area,Indiana,2.6,Case,179
Acute Hepatitis C,2022,Area,Indiana,2.2,Case,151
Acute Hepatitis C,2023,Area,Indiana,2.2,Case,150
Acute Hepatitis C,2011,Area,Iowa,NA,Case,NA
Acute Hepatitis C,2012,Area,Iowa,0.1,Case,3
Acute Hepatitis C,2013,Area,Iowa,NA,Case,NA
Acute Hepatitis C,2014,Area,Iowa,NA,Case,NA
Acute Hepatitis C,2015,Area,Iowa,NA,Case,NA
Acute Hepatitis C,2016,Area,Iowa,NA,Case,NA
Acute Hepatitis C,2017,Area,Iowa,NA,Case,NA
Acute Hepatitis C,2018,Area,Iowa,NA,Case,NA
Acute Hepatitis C,2019,Area,Iowa,0.3,Case,10
Acute Hepatitis C,2020,Area,Iowa,0.5,Case,17
Acute Hepatitis C,2021,Area,Iowa,0.7,Case,21
Acute Hepatitis C,2022,Area,Iowa,0.4,Case,14
Acute Hepatitis C,2023,Area,Iowa,0.6,Case,20
Acute Hepatitis C,2011,Area,Kansas,0.3,Case,8
