"Event","Year","Character","Value","Rate","Type","Count"
"Chronic Hepatitis B","2014","Area","Arkansas","N","Case","N"
"Chronic Hepatitis B","2015","Area","Arkansas","N","Case","N"
"Chronic Hepatitis B","2016","Area","Arkansas","N","Case","N"
"Chronic Hepatitis B","2017","Area","Arkansas","N","Case","N"
"Chronic Hepatitis B","2018","Area","Arkansas","N","Case","N"
"Chronic Hepatitis B","2019","Area","Arkansas","N","Case","N"
"Chronic Hepatitis B","2020","Area","Arkansas","U","Case","U"
"Chronic Hepatitis B","2021","Area","Arkansas","U","Case","U"
"Chronic Hepatitis B","2022","Area","Arkansas","U","Case","U"
"Chronic Hepatitis B","2023","Area","Arkansas","U","Case","U"
"Chronic Hepatitis B","2011","Area","California","2.2","Case","811"
"Chronic Hepatitis B","2012","Area","California","2.6","Case","981"
"Chronic Hepatitis B","2013","Area","California","1.8","Case","678"
"Chronic Hepatitis B","2014","Area","California","2.9","Case","1,114"
"Chronic Hepatitis B","2015","Area","California","2.6","Case","1,008"
"Chronic Hepatitis B","2016","Area","California","2.0","Case","787"
"Chronic Hepatitis B","2017","Area","California","—","Case","—"
"Chronic Hepatitis B","2018","Area","California","—","Case","—"
"Chronic Hepatitis B","2019","Area","California","—","Case","—"
"Chronic Hepatitis B","2020","Area","California","—","Case","—"
"Chronic Hepatitis B","2021","Area","California","—","Case","—"
"Chronic Hepatitis B","2022","Area","California","5.7","Case","2,240"
"Chronic Hepatitis B","2023","Area","California","3.7","Case","1,458"
"Chronic Hepatitis B","2011","Area","Colorado","2.7","Case","137"
"Chronic Hepatitis B","2012","Area","Colorado","1.9","Case","100"
"Chronic Hepatitis B","2013","Area","Colorado","1.9","Case","100"
"Chronic Hepatitis B","2014","Area","Colorado","2.7","Case","144"
"Chronic Hepatitis B","2015","Area","Colorado","3.0","Case","163"
"Chronic Hepatitis B","2016","Area","Colorado","3.0","Case","165"
"Chronic Hepatitis B","2017","Area","Colorado","2.3","Case","129"
"Chronic Hepatitis B","2018","Area","Colorado","3.3","Case","186"
"Chronic Hepatitis B","2019","Area","Colorado","3.5","Case","203"
"Chronic Hepatitis B","2020","Area","Colorado","3.1","Case","180"
"Chronic Hepatitis B","2021","Area","Colorado","4.0","Case","235"
"Chronic Hepatitis B","2022","Area","Colorado","3.6","Case","208"
"Chronic Hepatitis B","2023","Area","Colorado","2.9","Case","170"
"Chronic Hepatitis B","2011","Area","Connecticut","9.8","Case","351"
"Chronic Hepatitis B","2012","Area","Connecticut","8.7","Case","311"
"Chronic Hepatitis B","2013","Area","Connecticut","1.4","Case","51"
"Chronic Hepatitis B","2014","Area","Connecticut","2.0","Case","72"
"Chronic Hepatitis B","2015","Area","Connecticut","1.1","Case","38"
"Chronic Hepatitis B","2016","Area","Connecticut","2.0","Case","70"
"Chronic Hepatitis B","2017","Area","Connecticut","N","Case","N"
"Chronic Hepatitis B","2018","Area","Connecticut","N","Case","N"
"Chronic Hepatitis B","2019","Area","Connecticut","N","Case","N"
"Chronic Hepatitis B","2020","Area","Connecticut","N","Case","N"
"Chronic Hepatitis B","2021","Area","Connecticut","N","Case","N"
"Chronic Hepatitis B","2022","Area","Connecticut","N","Case","N"
"Chronic Hepatitis B","2023","Area","Connecticut","N","Case","N"
"Chronic Hepatitis B","2011","Area","Delaware","16.0","Case","145"
"Chronic Hepatitis B","2012","Area","Delaware","12.8","Case","117"
"Chronic Hepatitis B","2013","Area","Delaware","7.2","Case","67"
"Chronic Hepatitis B","2014","Area","Delaware","9.4","Case","88"
"Chronic Hepatitis B","2015","Area","Delaware","12.9","Case","122"
"Chronic Hepatitis B","2016","Area","Delaware","18.7","Case","178"
"Chronic Hepatitis B","2017","Area","Delaware","12.3","Case","118"
"Chronic Hepatitis B","2018","Area","Delaware","14.5","Case","140"
"Chronic Hepatitis B","2019","Area","Delaware","9.8","Case","95"
"Chronic Hepatitis B","2020","Area","Delaware","5.3","Case","52"
"Chronic Hepatitis B","2021","Area","Delaware","5.9","Case","59"
"Chronic Hepatitis B","2022","Area","Delaware","4.8","Case","49"
"Chronic Hepatitis B","2023","Area","Delaware","10.6","Case","109"
"Chronic Hepatitis B","2011","Area","District of Columbia","—","Case","—"
"Chronic Hepatitis B","2012","Area","District of Columbia","—","Case","—"
"Chronic Hepatitis B","2013","Area","District of Columbia","—","Case","—"
"Chronic Hepatitis B","2014","Area","District of Columbia","U","Case","U"
"Chronic Hepatitis B","2015","Area","District of Columbia","U","Case","U"
"Chronic Hepatitis B","2016","Area","District of Columbia","U","Case","U"
"Chronic Hepatitis B","2017","Area","District of Columbia","U","Case","U"
"Chronic Hepatitis B","2018","Area","District of Columbia","U","Case","U"
"Chronic Hepatitis B","2019","Area","District of Columbia","U","Case","U"
"Chronic Hepatitis B","2020","Area","District of Columbia","U","Case","U"
"Chronic Hepatitis B","2021","Area","District of Columbia","U","Case","U"
"Chronic Hepatitis B","2022","Area","District of Columbia","6.0","Case","40"
"Chronic Hepatitis B","2023","Area","District of Columbia","3.7","Case","25"
"Chronic Hepatitis B","2011","Area","Florida","4.2","Case","803"
"Chronic Hepatitis B","2012","Area","Florida","3.4","Case","659"
"Chronic Hepatitis B","2013","Area","Florida","3.2","Case","631"
"Chronic Hepatitis B","2014","Area","Florida","5.7","Case","1,137"
"Chronic Hepatitis B","2015","Area","Florida","7.0","Case","1,423"
"Chronic Hepatitis B","2016","Area","Florida","8.2","Case","1,684"
"Chronic Hepatitis B","2017","Area","Florida","10.1","Case","2,117"
"Chronic Hepatitis B","2018","Area","Florida","9.8","Case","2,090"
"Chronic Hepatitis B","2019","Area","Florida","10.6","Case","2,283"
"Chronic Hepatitis B","2020","Area","Florida","9.5","Case","2,060"
"Chronic Hepatitis B","2021","Area","Florida","10.7","Case","2,333"
"Chronic Hepatitis B","2022","Area","Florida","8.4","Case","1,863"
"Chronic Hepatitis B","2023","Area","Florida","10.1","Case","2,273"
"Chronic Hepatitis B","2011","Area","Georgia","17.2","Case","1,687"
"Chronic Hepatitis B","2012","Area","Georgia","16.0","Case","1,588"
"Chronic Hepatitis B","2013","Area","Georgia","14.9","Case","1,484"
"Chronic Hepatitis B","2014","Area","Georgia","—","Case","—"
"Chronic Hepatitis B","2015","Area","Georgia","18.3","Case","1,867"
"Chronic Hepatitis B","2016","Area","Georgia","17.2","Case","1,776"
"Chronic Hepatitis B","2017","Area","Georgia","8.2","Case","860"
"Chronic Hepatitis B","2018","Area","Georgia","13.5","Case","1,421"
"Chronic Hepatitis B","2019","Area","Georgia","12.0","Case","1,271"
"Chronic Hepatitis B","2020","Area","Georgia","9.0","Case","962"
"Chronic Hepatitis B","2021","Area","Georgia","10.4","Case","1,126"
"Chronic Hepatitis B","2022","Area","Georgia","10.4","Case","1,136"
"Chronic Hepatitis B","2023","Area","Georgia","18.4","Case","2,033"
"Chronic Hepatitis B","2011","Area","Hawaii","28.6","Case","393"
"Chronic Hepatitis B","2012","Area","Hawaii","30.4","Case","423"
"Chronic Hepatitis B","2013","Area","Hawaii","19.5","Case","274"
"Chronic Hepatitis B","2014","Area","Hawaii","12.8","Case","182"
"Chronic Hepatitis B","2015","Area","Hawaii","U","Case","U"
"Chronic Hepatitis B","2016","Area","Hawaii","U","Case","U"
"Chronic Hepatitis B","2017","Area","Hawaii","U","Case","U"
"Chronic Hepatitis B","2018","Area","Hawaii","U","Case","U"
"Chronic Hepatitis B","2019","Area","Hawaii","U","Case","U"
"Chronic Hepatitis B","2020","Area","Hawaii","U","Case","U"
"Chronic Hepatitis B","2021","Area","Hawaii","U","Case","U"
"Chronic Hepatitis B","2022","Area","Hawaii","U","Case","U"
"Chronic Hepatitis B","2023","Area","Hawaii","U","Case","U"
"Chronic Hepatitis B","2011","Area","Idaho","3.6","Case","57"
"Chronic Hepatitis B","2012","Area","Idaho","3.1","Case","49"
"Chronic Hepatitis B","2013","Area","Idaho","4.5","Case","72"
"Chronic Hepatitis B","2014","Area","Idaho","3.1","Case","51"
"Chronic Hepatitis B","2015","Area","Idaho","3.1","Case","51"
"Chronic Hepatitis B","2016","Area","Idaho","3.7","Case","63"
"Chronic Hepatitis B","2017","Area","Idaho","3.1","Case","53"
"Chronic Hepatitis B","2018","Area","Idaho","4.1","Case","72"
"Chronic Hepatitis B","2019","Area","Idaho","3.4","Case","60"
"Chronic Hepatitis B","2020","Area","Idaho","3.2","Case","59"
"Chronic Hepatitis B","2021","Area","Idaho","3.7","Case","70"
"Chronic Hepatitis B","2022","Area","Idaho","3.6","Case","69"
"Chronic Hepatitis B","2023","Area","Idaho","3.5","Case","69"
"Chronic Hepatitis B","2011","Area","Illinois","7.6","Case","981"
"Chronic Hepatitis B","2012","Area","Illinois","6.4","Case","824"
"Chronic Hepatitis B","2013","Area","Illinois","6.2","Case","802"
"Chronic Hepatitis B","2014","Area","Illinois","7.5","Case","972"
"Chronic Hepatitis B","2015","Area","Illinois","3.4","Case","440"
"Chronic Hepatitis B","2016","Area","Illinois","1.1","Case","145"
"Chronic Hepatitis B","2017","Area","Illinois","4.6","Case","593"
"Chronic Hepatitis B","2018","Area","Illinois","4.3","Case","545"
"Chronic Hepatitis B","2019","Area","Illinois","4.3","Case","543"
"Chronic Hepatitis B","2020","Area","Illinois","3.1","Case","388"
"Chronic Hepatitis B","2021","Area","Illinois","4.0","Case","504"
"Chronic Hepatitis B","2022","Area","Illinois","3.1","Case","395"
"Chronic Hepatitis B","2023","Area","Illinois","3.9","Case","486"
"Chronic Hepatitis B","2011","Area","Indiana","—","Case","—"
"Chronic Hepatitis B","2012","Area","Indiana","—","Case","—"
"Chronic Hepatitis B","2013","Area","Indiana","—","Case","—"
"Chronic Hepatitis B","2014","Area","Indiana","—","Case","—"
"Chronic Hepatitis B","2015","Area","Indiana","1.0","Case","68"
"Chronic Hepatitis B","2016","Area","Indiana","3.3","Case","219"
"Chronic Hepatitis B","2017","Area","Indiana","4.3","Case","285"
"Chronic Hepatitis B","2018","Area","Indiana","5.1","Case","342"
"Chronic Hepatitis B","2019","Area","Indiana","4.1","Case","275"
"Chronic Hepatitis B","2020","Area","Indiana","3.7","Case","251"
"Chronic Hepatitis B","2021","Area","Indiana","4.6","Case","316"
"Chronic Hepatitis B","2022","Area","Indiana","5.1","Case","348"
"Chronic Hepatitis B","2023","Area","Indiana","6.1","Case","421"
"Chronic Hepatitis B","2011","Area","Iowa","1.8","Case","55"
"Chronic Hepatitis B","2012","Area","Iowa","2.8","Case","86"
"Chronic Hepatitis B","2013","Area","Iowa","3.7","Case","114"
"Chronic Hepatitis B","2014","Area","Iowa","2.1","Case","66"
"Chronic Hepatitis B","2015","Area","Iowa","1.2","Case","39"
"Chronic Hepatitis B","2016","Area","Iowa","2.7","Case","86"
"Chronic Hepatitis B","2017","Area","Iowa","1.7","Case","53"
"Chronic Hepatitis B","2018","Area","Iowa","1.7","Case","54"
"Chronic Hepatitis B","2019","Area","Iowa","1.5","Case","47"
"Chronic Hepatitis B","2020","Area","Iowa","0.7","Case","22"
"Chronic Hepatitis B","2021","Area","Iowa","2.8","Case","89"
"Chronic Hepatitis B","2022","Area","Iowa","3.1","Case","99"
"Chronic Hepatitis B","2023","Area","Iowa","3.2","Case","104"
"Chronic Hepatitis B","2011","Area","Kansas","1.1","Case","33"
"Chronic Hepatitis B","2012","Area","Kansas","0.9","Case","25"
"Chronic Hepatitis B","2013","Area","Kansas","3.4","Case","99"
"Chronic Hepatitis B","2014","Area","Kansas","4.0","Case","116"
"Chronic Hepatitis B","2015","Area","Kansas","4.5","Case","130"
"Chronic Hepatitis B","2016","Area","Kansas","2.6","Case","76"
"Chronic Hepatitis B","2017","Area","Kansas","2.1","Case","60"
"Chronic Hepatitis B","2018","Area","Kansas","1.4","Case","41"
"Chronic Hepatitis B","2019","Area","Kansas","0.9","Case","25"
"Chronic Hepatitis B","2020","Area","Kansas","0.7","Case","20"
"Chronic Hepatitis B","2021","Area","Kansas","0.4","Case","12"
"Chronic Hepatitis B","2022","Area","Kansas","0.6","Case","17"
"Chronic Hepatitis B","2023","Area","Kansas","2.1","Case","62"
"Chronic Hepatitis B","2011","Area","Kentucky","—","Case","—"
"Chronic Hepatitis B","2012","Area","Kentucky","1.1","Case","48"
"Chronic Hepatitis B","2013","Area","Kentucky","0.5","Case","20"
"Chronic Hepatitis B","2014","Area","Kentucky","—","Case","—"
"Chronic Hepatitis B","2015","Area","Kentucky","0.4","Case","16"
"Chronic Hepatitis B","2016","Area","Kentucky","0.4","Case","17"
"Chronic Hepatitis B","2017","Area","Kentucky","N","Case","N"
"Chronic Hepatitis B","2018","Area","Kentucky","N","Case","N"
"Chronic Hepatitis B","2019","Area","Kentucky","N","Case","N"
"Chronic Hepatitis B","2020","Area","Kentucky","N","Case","N"
"Chronic Hepatitis B","2021","Area","Kentucky","N","Case","N"
"Chronic Hepatitis B","2022","Area","Kentucky","N","Case","N"
"Chronic Hepatitis B","2023","Area","Kentucky","N","Case","N"
"Chronic Hepatitis B","2011","Area","Louisiana","3.1","Case","144"
"Chronic Hepatitis B","2012","Area","Louisiana","1.3","Case","62"
"Chronic Hepatitis B","2013","Area","Louisiana","—","Case","—"
"Chronic Hepatitis B","2014","Area","Louisiana","2.7","Case","125"
"Chronic Hepatitis B","2015","Area","Louisiana","4.3","Case","201"
"Chronic Hepatitis B","2016","Area","Louisiana","3.6","Case","170"
"Chronic Hepatitis B","2017","Area","Louisiana","3.9","Case","184"
"Chronic Hepatitis B","2018","Area","Louisiana","5.9","Case","274"
"Chronic Hepatitis B","2019","Area","Louisiana","6.6","Case","305"
"Chronic Hepatitis B","2020","Area","Louisiana","5.4","Case","250"
"Chronic Hepatitis B","2021","Area","Louisiana","7.4","Case","344"
"Chronic Hepatitis B","2022","Area","Louisiana","5.3","Case","244"
"Chronic Hepatitis B","2023","Area","Louisiana","4.3","Case","197"
"Chronic Hepatitis B","2011","Area","Maine","4.4","Case","58"
"Chronic Hepatitis B","2012","Area","Maine","3.8","Case","51"
"Chronic Hepatitis B","2013","Area","Maine","3.5","Case","47"
"Chronic Hepatitis B","2014","Area","Maine","3.3","Case","44"
"Chronic Hepatitis B","2015","Area","Maine","3.8","Case","51"
"Chronic Hepatitis B","2016","Area","Maine","3.8","Case","51"
"Chronic Hepatitis B","2017","Area","Maine","4.5","Case","60"
"Chronic Hepatitis B","2018","Area","Maine","5.2","Case","70"
"Chronic Hepatitis B","2019","Area","Maine","4.2","Case","57"
"Chronic Hepatitis B","2020","Area","Maine","3.9","Case","53"
"Chronic Hepatitis B","2021","Area","Maine","3.7","Case","51"
"Chronic Hepatitis B","2022","Area","Maine","3.5","Case","49"
"Chronic Hepatitis B","2023","Area","Maine","5.4","Case","76"
"Chronic Hepatitis B","2011","Area","Maryland","8.1","Case","473"
"Chronic Hepatitis B","2012","Area","Maryland","7.3","Case","429"
"Chronic Hepatitis B","2013","Area","Maryland","6.1","Case","362"
"Chronic Hepatitis B","2014","Area","Maryland","8.3","Case","498"
"Chronic Hepatitis B","2015","Area","Maryland","9.4","Case","566"
"Chronic Hepatitis B","2016","Area","Maryland","12.4","Case","747"
"Chronic Hepatitis B","2017","Area","Maryland","11.4","Case","689"
"Chronic Hepatitis B","2018","Area","Maryland","11.4","Case","690"
"Chronic Hepatitis B","2019","Area","Maryland","10.3","Case","623"
"Chronic Hepatitis B","2020","Area","Maryland","6.8","Case","410"
"Chronic Hepatitis B","2021","Area","Maryland","7.4","Case","454"
"Chronic Hepatitis B","2022","Area","Maryland","8.7","Case","537"
"Chronic Hepatitis B","2023","Area","Maryland","8.8","Case","543"
"Chronic Hepatitis B","2011","Area","Massachusetts","5.9","Case","387"
"Chronic Hepatitis B","2012","Area","Massachusetts","9.7","Case","647"
"Chronic Hepatitis B","2013","Area","Massachusetts","2.6","Case","173"
"Chronic Hepatitis B","2014","Area","Massachusetts","3.5","Case","233"
"Chronic Hepatitis B","2015","Area","Massachusetts","4.2","Case","284"
"Chronic Hepatitis B","2016","Area","Massachusetts","4.9","Case","334"
"Chronic Hepatitis B","2017","Area","Massachusetts","5.9","Case","406"
"Chronic Hepatitis B","2018","Area","Massachusetts","4.5","Case","308"
"Chronic Hepatitis B","2019","Area","Massachusetts","3.5","Case","244"
"Chronic Hepatitis B","2020","Area","Massachusetts","3.9","Case","271"
"Chronic Hepatitis B","2021","Area","Massachusetts","4.5","Case","311"
"Chronic Hepatitis B","2022","Area","Massachusetts","4.5","Case","313"
"Chronic Hepatitis B","2023","Area","Massachusetts","9.5","Case","667"
"Chronic Hepatitis B","2011","Area","Michigan","8.8","Case","867"
"Chronic Hepatitis B","2012","Area","Michigan","8.4","Case","829"
"Chronic Hepatitis B","2013","Area","Michigan","4.7","Case","470"
"Chronic Hepatitis B","2014","Area","Michigan","4.8","Case","475"
"Chronic Hepatitis B","2015","Area","Michigan","3.5","Case","350"
"Chronic Hepatitis B","2016","Area","Michigan","4.8","Case","475"
"Chronic Hepatitis B","2017","Area","Michigan","4.6","Case","456"
"Chronic Hepatitis B","2018","Area","Michigan","3.3","Case","329"
"Chronic Hepatitis B","2019","Area","Michigan","2.8","Case","280"
"Chronic Hepatitis B","2020","Area","Michigan","1.7","Case","169"
"Chronic Hepatitis B","2021","Area","Michigan","2.0","Case","203"
"Chronic Hepatitis B","2022","Area","Michigan","2.2","Case","224"
"Chronic Hepatitis B","2023","Area","Michigan","2.5","Case","246"
"Chronic Hepatitis B","2011","Area","Minnesota","12.9","Case","689"
"Chronic Hepatitis B","2012","Area","Minnesota","9.9","Case","532"
"Chronic Hepatitis B","2013","Area","Minnesota","3.4","Case","187"
"Chronic Hepatitis B","2014","Area","Minnesota","3.6","Case","197"
"Chronic Hepatitis B","2015","Area","Minnesota","3.4","Case","186"
"Chronic Hepatitis B","2016","Area","Minnesota","5.1","Case","284"
"Chronic Hepatitis B","2017","Area","Minnesota","6.2","Case","344"
"Chronic Hepatitis B","2018","Area","Minnesota","5.4","Case","305"
"Chronic Hepatitis B","2019","Area","Minnesota","4.9","Case","274"
"Chronic Hepatitis B","2020","Area","Minnesota","3.4","Case","194"
"Chronic Hepatitis B","2021","Area","Minnesota","4.2","Case","240"
"Chronic Hepatitis B","2022","Area","Minnesota","3.5","Case","199"
"Chronic Hepatitis B","2023","Area","Minnesota","4.7","Case","272"
"Chronic Hepatitis B","2011","Area","Mississippi","N","Case","N"
"Chronic Hepatitis B","2012","Area","Mississippi","N","Case","N"
"Chronic Hepatitis B","2013","Area","Mississippi","N","Case","N"
"Chronic Hepatitis B","2014","Area","Mississippi","N","Case","N"
"Chronic Hepatitis B","2015","Area","Mississippi","N","Case","N"
"Chronic Hepatitis B","2016","Area","Mississippi","N","Case","N"
"Chronic Hepatitis B","2017","Area","Mississippi","N","Case","N"
"Chronic Hepatitis B","2018","Area","Mississippi","N","Case","N"
"Chronic Hepatitis B","2019","Area","Mississippi","N","Case","N"
"Chronic Hepatitis B","2020","Area","Mississippi","N","Case","N"
"Chronic Hepatitis B","2021","Area","Mississippi","N","Case","N"
"Chronic Hepatitis B","2022","Area","Mississippi","N","Case","N"
"Chronic Hepatitis B","2023","Area","Mississippi","N","Case","N"
"Chronic Hepatitis B","2011","Area","Missouri","4.6","Case","278"
"Chronic Hepatitis B","2012","Area","Missouri","5.8","Case","350"
"Chronic Hepatitis B","2013","Area","Missouri","6.5","Case","390"
"Chronic Hepatitis B","2014","Area","Missouri","7.1","Case","431"
"Chronic Hepatitis B","2015","Area","Missouri","8.6","Case","521"
"Chronic Hepatitis B","2016","Area","Missouri","6.9","Case","420"
"Chronic Hepatitis B","2017","Area","Missouri","6.7","Case","411"
"Chronic Hepatitis B","2018","Area","Missouri","7.3","Case","450"
"Chronic Hepatitis B","2019","Area","Missouri","7.6","Case","467"
"Chronic Hepatitis B","2020","Area","Missouri","5.4","Case","333"
"Chronic Hepatitis B","2021","Area","Missouri","6.0","Case","368"
"Chronic Hepatitis B","2022","Area","Missouri","6.5","Case","401"
"Chronic Hepatitis B","2023","Area","Missouri","6.0","Case","372"
"Chronic Hepatitis B","2011","Area","Montana","2.2","Case","22"
"Chronic Hepatitis B","2012","Area","Montana","2.4","Case","24"
"Chronic Hepatitis B","2013","Area","Montana","1.9","Case","19"
"Chronic Hepatitis B","2014","Area","Montana","2.5","Case","26"
"Chronic Hepatitis B","2015","Area","Montana","3.0","Case","31"
"Chronic Hepatitis B","2016","Area","Montana","1.7","Case","18"
"Chronic Hepatitis B","2017","Area","Montana","2.2","Case","23"
"Chronic Hepatitis B","2018","Area","Montana","1.4","Case","15"
"Chronic Hepatitis B","2019","Area","Montana","2.0","Case","21"
"Chronic Hepatitis B","2020","Area","Montana","1.3","Case","14"
"Chronic Hepatitis B","2021","Area","Montana","1.4","Case","15"
"Chronic Hepatitis B","2022","Area","Montana","1.1","Case","12"
"Chronic Hepatitis B","2023","Area","Montana","0.6","Case","7"
"Chronic Hepatitis B","2011","Area","Nebraska","5.2","Case","95"
"Chronic Hepatitis B","2012","Area","Nebraska","3.7","Case","69"
"Chronic Hepatitis B","2013","Area","Nebraska","4.2","Case","79"
"Chronic Hepatitis B","2014","Area","Nebraska","5.8","Case","110"
"Chronic Hepatitis B","2015","Area","Nebraska","4.9","Case","93"
"Chronic Hepatitis B","2016","Area","Nebraska","6.4","Case","122"
"Chronic Hepatitis B","2017","Area","Nebraska","3.1","Case","59"
"Chronic Hepatitis B","2018","Area","Nebraska","2.6","Case","51"
"Chronic Hepatitis B","2019","Area","Nebraska","3.4","Case","65"
"Chronic Hepatitis B","2020","Area","Nebraska","2.5","Case","49"
"Chronic Hepatitis B","2021","Area","Nebraska","2.5","Case","50"
"Chronic Hepatitis B","2022","Area","Nebraska","3.5","Case","68"
"Chronic Hepatitis B","2023","Area","Nebraska","3.4","Case","67"
"Chronic Hepatitis B","2011","Area","Nevada","N","Case","N"
"Chronic Hepatitis B","2012","Area","Nevada","0.1","Case","4"
"Chronic Hepatitis B","2013","Area","Nevada","N","Case","N"
"Chronic Hepatitis B","2014","Area","Nevada","N","Case","N"
"Chronic Hepatitis B","2015","Area","Nevada","—","Case","—"
"Chronic Hepatitis B","2016","Area","Nevada","0.1","Case","2"
"Chronic Hepatitis B","2017","Area","Nevada","0.9","Case","26"
"Chronic Hepatitis B","2018","Area","Nevada","U","Case","U"
"Chronic Hepatitis B","2019","Area","Nevada","U","Case","U"
"Chronic Hepatitis B","2020","Area","Nevada","U","Case","U"
"Chronic Hepatitis B","2021","Area","Nevada","7.8","Case","246"
"Chronic Hepatitis B","2022","Area","Nevada","5.1","Case","161"
"Chronic Hepatitis B","2023","Area","Nevada","12.5","Case","399"
"Chronic Hepatitis B","2011","Area","New Hampshire","17.4","Case","229"
"Chronic Hepatitis B","2012","Area","New Hampshire","7.7","Case","102"
"Chronic Hepatitis B","2013","Area","New Hampshire","2.8","Case","37"
"Chronic Hepatitis B","2014","Area","New Hampshire","2.1","Case","28"
"Chronic Hepatitis B","2015","Area","New Hampshire","U","Case","U"
"Chronic Hepatitis B","2016","Area","New Hampshire","0.8","Case","11"
"Chronic Hepatitis B","2017","Area","New Hampshire","U","Case","U"
"Chronic Hepatitis B","2018","Area","New Hampshire","U","Case","U"
"Chronic Hepatitis B","2019","Area","New Hampshire","U","Case","U"
"Chronic Hepatitis B","2020","Area","New Hampshire","U","Case","U"
"Chronic Hepatitis B","2021","Area","New Hampshire","U","Case","U"
"Chronic Hepatitis B","2022","Area","New Hampshire","0.1","Case","2"
"Chronic Hepatitis B","2023","Area","New Hampshire","1.0","Case","14"
"Chronic Hepatitis B","2011","Area","New Jersey","4.8","Case","426"
"Chronic Hepatitis B","2012","Area","New Jersey","3.7","Case","325"
"Chronic Hepatitis B","2013","Area","New Jersey","3.4","Case","303"
"Chronic Hepatitis B","2014","Area","New Jersey","5.4","Case","487"
"Chronic Hepatitis B","2015","Area","New Jersey","3.0","Case","273"
"Chronic Hepatitis B","2016","Area","New Jersey","2.5","Case","227"
"Chronic Hepatitis B","2017","Area","New Jersey","2.7","Case","244"
"Chronic Hepatitis B","2018","Area","New Jersey","4.6","Case","407"
"Chronic Hepatitis B","2019","Area","New Jersey","3.7","Case","332"
"Chronic Hepatitis B","2020","Area","New Jersey","2.9","Case","261"
"Chronic Hepatitis B","2021","Area","New Jersey","3.2","Case","293"
"Chronic Hepatitis B","2022","Area","New Jersey","3.6","Case","329"
"Chronic Hepatitis B","2023","Area","New Jersey","2.5","Case","228"
"Chronic Hepatitis B","2011","Area","New Mexico","2.7","Case","57"
"Chronic Hepatitis B","2012","Area","New Mexico","2.2","Case","46"
"Chronic Hepatitis B","2013","Area","New Mexico","2.0","Case","41"
"Chronic Hepatitis B","2014","Area","New Mexico","2.4","Case","50"
"Chronic Hepatitis B","2015","Area","New Mexico","2.0","Case","41"
"Chronic Hepatitis B","2016","Area","New Mexico","1.0","Case","20"
"Chronic Hepatitis B","2017","Area","New Mexico","1.9","Case","39"
"Chronic Hepatitis B","2018","Area","New Mexico","1.3","Case","28"
"Chronic Hepatitis B","2019","Area","New Mexico","1.5","Case","31"
"Chronic Hepatitis B","2020","Area","New Mexico","0.9","Case","19"
"Chronic Hepatitis B","2021","Area","New Mexico","1.7","Case","37"
"Chronic Hepatitis B","2022","Area","New Mexico","2.0","Case","42"
"Chronic Hepatitis B","2023","Area","New Mexico","2.0","Case","42"
"Chronic Hepatitis B","2011","Area","New York","38.3","Case","7,458"
"Chronic Hepatitis B","2012","Area","New York","32.4","Case","6,331"
"Chronic Hepatitis B","2013","Area","New York","65.0","Case","12,781"
"Chronic Hepatitis B","2014","Area","New York","11.4","Case","2,255"
"Chronic Hepatitis B","2015","Area","New York","11.7","Case","2,315"
"Chronic Hepatitis B","2016","Area","New York","9.8","Case","1,943"
"Chronic Hepatitis B","2017","Area","New York","10.3","Case","2,053"
"Chronic Hepatitis B","2018","Area","New York","9.2","Case","1,806"
"Chronic Hepatitis B","2019","Area","New York","7.0","Case","1,355"
"Chronic Hepatitis B","2020","Area","New York","8.2","Case","1,583"
"Chronic Hepatitis B","2021","Area","New York","11.6","Case","2,296"
"Chronic Hepatitis B","2022","Area","New York","10.7","Case","2,113"
"Chronic Hepatitis B","2023","Area","New York","13.0","Case","2,539"
"Chronic Hepatitis B","2011","Area","North Carolina","6.4","Case","621"
"Chronic Hepatitis B","2012","Area","North Carolina","4.3","Case","418"
"Chronic Hepatitis B","2013","Area","North Carolina","4.5","Case","444"
"Chronic Hepatitis B","2014","Area","North Carolina","4.5","Case","447"
"Chronic Hepatitis B","2015","Area","North Carolina","5.0","Case","507"
"Chronic Hepatitis B","2016","Area","North Carolina","6.5","Case","660"
"Chronic Hepatitis B","2017","Area","North Carolina","5.4","Case","551"
"Chronic Hepatitis B","2018","Area","North Carolina","4.9","Case","509"
"Chronic Hepatitis B","2019","Area","North Carolina","5.0","Case","522"
"Chronic Hepatitis B","2020","Area","North Carolina","3.6","Case","384"
"Chronic Hepatitis B","2021","Area","North Carolina","4.4","Case","462"
"Chronic Hepatitis B","2022","Area","North Carolina","5.1","Case","549"
"Chronic Hepatitis B","2023","Area","North Carolina","3.0","Case","329"
"Chronic Hepatitis B","2011","Area","North Dakota","—","Case","—"
"Chronic Hepatitis B","2012","Area","North Dakota","9.6","Case","67"
"Chronic Hepatitis B","2013","Area","North Dakota","8.2","Case","59"
"Chronic Hepatitis B","2014","Area","North Dakota","11.2","Case","83"
"Chronic Hepatitis B","2015","Area","North Dakota","7.0","Case","53"
"Chronic Hepatitis B","2016","Area","North Dakota","11.7","Case","89"
"Chronic Hepatitis B","2017","Area","North Dakota","4.0","Case","30"
"Chronic Hepatitis B","2018","Area","North Dakota","5.4","Case","41"
"Chronic Hepatitis B","2019","Area","North Dakota","5.8","Case","44"
"Chronic Hepatitis B","2020","Area","North Dakota","7.3","Case","56"
