"Event","Year","Character","Value","Rate","Type","Count"
"Perinatal Hepatitis C","2020","Area","Kansas",,"Case","—"
"Perinatal Hepatitis C","2021","Area","Kansas",,"Case","—"
"Perinatal Hepatitis C","2022","Area","Kansas",,"Case","—"
"Perinatal Hepatitis C","2023","Area","Kansas",,"Case","2"
"Perinatal Hepatitis C","2018","Area","Kentucky",,"Case","—"
"Perinatal Hepatitis C","2019","Area","Kentucky",,"Case","—"
"Perinatal Hepatitis C","2020","Area","Kentucky",,"Case","—"
"Perinatal Hepatitis C","2021","Area","Kentucky",,"Case","—"
"Perinatal Hepatitis C","2022","Area","Kentucky",,"Case","9"
"Perinatal Hepatitis C","2023","Area","Kentucky",,"Case","25"
"Perinatal Hepatitis C","2018","Area","Louisiana",,"Case","3"
"Perinatal Hepatitis C","2019","Area","Louisiana",,"Case","—"
"Perinatal Hepatitis C","2020","Area","Louisiana",,"Case","2"
"Perinatal Hepatitis C","2021","Area","Louisiana",,"Case","7"
"Perinatal Hepatitis C","2022","Area","Louisiana",,"Case","5"
"Perinatal Hepatitis C","2023","Area","Louisiana",,"Case","12"
"Perinatal Hepatitis C","2018","Area","Maine",,"Case","—"
"Perinatal Hepatitis C","2019","Area","Maine",,"Case","4"
"Perinatal Hepatitis C","2020","Area","Maine",,"Case","7"
"Perinatal Hepatitis C","2021","Area","Maine",,"Case","2"
"Perinatal Hepatitis C","2022","Area","Maine",,"Case","4"
"Perinatal Hepatitis C","2023","Area","Maine",,"Case","3"
"Perinatal Hepatitis C","2018","Area","Maryland",,"Case","3"
"Perinatal Hepatitis C","2019","Area","Maryland",,"Case","—"
"Perinatal Hepatitis C","2020","Area","Maryland",,"Case","1"
"Perinatal Hepatitis C","2021","Area","Maryland",,"Case","9"
"Perinatal Hepatitis C","2022","Area","Maryland",,"Case","6"
"Perinatal Hepatitis C","2023","Area","Maryland",,"Case","4"
"Perinatal Hepatitis C","2018","Area","Massachusetts",,"Case","10"
"Perinatal Hepatitis C","2019","Area","Massachusetts",,"Case","14"
"Perinatal Hepatitis C","2020","Area","Massachusetts",,"Case","3"
"Perinatal Hepatitis C","2021","Area","Massachusetts",,"Case","10"
"Perinatal Hepatitis C","2022","Area","Massachusetts",,"Case","9"
"Perinatal Hepatitis C","2023","Area","Massachusetts",,"Case","7"
"Perinatal Hepatitis C","2018","Area","Michigan",,"Case","11"
"Perinatal Hepatitis C","2019","Area","Michigan",,"Case","11"
"Perinatal Hepatitis C","2020","Area","Michigan",,"Case","9"
"Perinatal Hepatitis C","2021","Area","Michigan",,"Case","10"
"Perinatal Hepatitis C","2022","Area","Michigan",,"Case","7"
"Perinatal Hepatitis C","2023","Area","Michigan",,"Case","8"
"Perinatal Hepatitis C","2018","Area","Minnesota",,"Case","1"
"Perinatal Hepatitis C","2019","Area","Minnesota",,"Case","5"
"Perinatal Hepatitis C","2020","Area","Minnesota",,"Case","5"
"Perinatal Hepatitis C","2021","Area","Minnesota",,"Case","1"
"Perinatal Hepatitis C","2022","Area","Minnesota",,"Case","3"
"Perinatal Hepatitis C","2023","Area","Minnesota",,"Case","2"
"Perinatal Hepatitis C","2018","Area","Mississippi",,"Case","—"
"Perinatal Hepatitis C","2019","Area","Mississippi",,"Case","—"
"Perinatal Hepatitis C","2020","Area","Mississippi",,"Case","—"
"Perinatal Hepatitis C","2021","Area","Mississippi",,"Case","—"
"Perinatal Hepatitis C","2022","Area","Mississippi",,"Case","—"
"Perinatal Hepatitis C","2023","Area","Mississippi",,"Case","—"
"Perinatal Hepatitis C","2018","Area","Missouri",,"Case","—"
"Perinatal Hepatitis C","2019","Area","Missouri",,"Case","—"
"Perinatal Hepatitis C","2020","Area","Missouri",,"Case","—"
"Perinatal Hepatitis C","2021","Area","Missouri",,"Case","—"
"Perinatal Hepatitis C","2022","Area","Missouri",,"Case","—"
"Perinatal Hepatitis C","2023","Area","Missouri",,"Case","—"
"Perinatal Hepatitis C","2018","Area","Montana",,"Case","1"
"Perinatal Hepatitis C","2019","Area","Montana",,"Case","—"
"Perinatal Hepatitis C","2020","Area","Montana",,"Case","—"
"Perinatal Hepatitis C","2021","Area","Montana",,"Case","—"
"Perinatal Hepatitis C","2022","Area","Montana",,"Case","—"
"Perinatal Hepatitis C","2023","Area","Montana",,"Case","—"
"Perinatal Hepatitis C","2018","Area","Nebraska",,"Case","—"
"Perinatal Hepatitis C","2019","Area","Nebraska",,"Case","—"
"Perinatal Hepatitis C","2020","Area","Nebraska",,"Case","—"
"Perinatal Hepatitis C","2021","Area","Nebraska",,"Case","—"
"Perinatal Hepatitis C","2022","Area","Nebraska",,"Case","—"
"Perinatal Hepatitis C","2023","Area","Nebraska",,"Case","1"
"Perinatal Hepatitis C","2018","Area","Nevada",,"Case","2"
"Perinatal Hepatitis C","2019","Area","Nevada",,"Case","1"
"Perinatal Hepatitis C","2020","Area","Nevada",,"Case","3"
"Perinatal Hepatitis C","2021","Area","Nevada",,"Case","5"
"Perinatal Hepatitis C","2022","Area","Nevada",,"Case","—"
"Perinatal Hepatitis C","2023","Area","Nevada",,"Case","1"
"Perinatal Hepatitis C","2018","Area","New Hampshire",,"Case","—"
"Perinatal Hepatitis C","2019","Area","New Hampshire",,"Case","—"
"Perinatal Hepatitis C","2020","Area","New Hampshire",,"Case","—"
"Perinatal Hepatitis C","2021","Area","New Hampshire",,"Case","—"
"Perinatal Hepatitis C","2022","Area","New Hampshire",,"Case","—"
"Perinatal Hepatitis C","2023","Area","New Hampshire",,"Case","—"
"Perinatal Hepatitis C","2018","Area","New Jersey",,"Case","10"
"Perinatal Hepatitis C","2019","Area","New Jersey",,"Case","11"
"Perinatal Hepatitis C","2020","Area","New Jersey",,"Case","8"
"Perinatal Hepatitis C","2021","Area","New Jersey",,"Case","7"
"Perinatal Hepatitis C","2022","Area","New Jersey",,"Case","5"
"Perinatal Hepatitis C","2023","Area","New Jersey",,"Case","5"
"Perinatal Hepatitis C","2018","Area","New Mexico",,"Case","—"
"Perinatal Hepatitis C","2019","Area","New Mexico",,"Case","—"
"Perinatal Hepatitis C","2020","Area","New Mexico",,"Case","—"
"Perinatal Hepatitis C","2021","Area","New Mexico",,"Case","—"
"Perinatal Hepatitis C","2022","Area","New Mexico",,"Case","—"
"Perinatal Hepatitis C","2023","Area","New Mexico",,"Case","—"
"Perinatal Hepatitis C","2018","Area","New York",,"Case","3"
"Perinatal Hepatitis C","2019","Area","New York",,"Case","1"
"Perinatal Hepatitis C","2020","Area","New York",,"Case","2"
"Perinatal Hepatitis C","2021","Area","New York",,"Case","3"
"Perinatal Hepatitis C","2022","Area","New York",,"Case","7"
"Perinatal Hepatitis C","2023","Area","New York",,"Case","1"
"Perinatal Hepatitis C","2018","Area","North Carolina",,"Case","—"
"Perinatal Hepatitis C","2019","Area","North Carolina",,"Case","—"
"Perinatal Hepatitis C","2020","Area","North Carolina",,"Case","—"
"Perinatal Hepatitis C","2021","Area","North Carolina",,"Case","—"
"Perinatal Hepatitis C","2022","Area","North Carolina",,"Case","—"
"Perinatal Hepatitis C","2023","Area","North Carolina",,"Case","—"
"Perinatal Hepatitis C","2018","Area","North Dakota",,"Case","—"
"Perinatal Hepatitis C","2019","Area","North Dakota",,"Case","—"
"Perinatal Hepatitis C","2020","Area","North Dakota",,"Case","—"
"Perinatal Hepatitis C","2021","Area","North Dakota",,"Case","—"
"Perinatal Hepatitis C","2022","Area","North Dakota",,"Case","—"
"Perinatal Hepatitis C","2023","Area","North Dakota",,"Case","—"
"Perinatal Hepatitis C","2018","Area","Ohio",,"Case","44"
"Perinatal Hepatitis C","2019","Area","Ohio",,"Case","41"
"Perinatal Hepatitis C","2020","Area","Ohio",,"Case","38"
"Perinatal Hepatitis C","2021","Area","Ohio",,"Case","42"
"Perinatal Hepatitis C","2022","Area","Ohio",,"Case","27"
"Perinatal Hepatitis C","2023","Area","Ohio",,"Case","40"
"Perinatal Hepatitis C","2018","Area","Oklahoma",,"Case","—"
"Perinatal Hepatitis C","2019","Area","Oklahoma",,"Case","—"
"Perinatal Hepatitis C","2020","Area","Oklahoma",,"Case","—"
"Perinatal Hepatitis C","2021","Area","Oklahoma",,"Case","—"
"Perinatal Hepatitis C","2022","Area","Oklahoma",,"Case","—"
"Perinatal Hepatitis C","2023","Area","Oklahoma",,"Case","—"
"Perinatal Hepatitis C","2018","Area","Oregon",,"Case","—"
"Perinatal Hepatitis C","2019","Area","Oregon",,"Case","—"
"Perinatal Hepatitis C","2020","Area","Oregon",,"Case","2"
"Perinatal Hepatitis C","2021","Area","Oregon",,"Case","—"
"Perinatal Hepatitis C","2022","Area","Oregon",,"Case","—"
"Perinatal Hepatitis C","2023","Area","Oregon",,"Case","—"
"Perinatal Hepatitis C","2018","Area","Pennsylvania",,"Case","20"
"Perinatal Hepatitis C","2019","Area","Pennsylvania",,"Case","20"
"Perinatal Hepatitis C","2020","Area","Pennsylvania",,"Case","17"
"Perinatal Hepatitis C","2021","Area","Pennsylvania",,"Case","15"
"Perinatal Hepatitis C","2022","Area","Pennsylvania",,"Case","7"
"Perinatal Hepatitis C","2023","Area","Pennsylvania",,"Case","12"
"Perinatal Hepatitis C","2018","Area","Rhode Island",,"Case","—"
"Perinatal Hepatitis C","2019","Area","Rhode Island",,"Case","—"
"Perinatal Hepatitis C","2020","Area","Rhode Island",,"Case","—"
"Perinatal Hepatitis C","2021","Area","Rhode Island",,"Case","—"
"Perinatal Hepatitis C","2022","Area","Rhode Island",,"Case","1"
"Perinatal Hepatitis C","2023","Area","Rhode Island",,"Case","—"
"Perinatal Hepatitis C","2018","Area","South Carolina",,"Case","—"
"Perinatal Hepatitis C","2019","Area","South Carolina",,"Case","2"
"Perinatal Hepatitis C","2020","Area","South Carolina",,"Case","—"
"Perinatal Hepatitis C","2021","Area","South Carolina",,"Case","2"
"Perinatal Hepatitis C","2022","Area","South Carolina",,"Case","7"
"Perinatal Hepatitis C","2023","Area","South Carolina",,"Case","7"
"Perinatal Hepatitis C","2018","Area","South Dakota",,"Case","—"
"Perinatal Hepatitis C","2019","Area","South Dakota",,"Case","2"
"Perinatal Hepatitis C","2020","Area","South Dakota",,"Case","—"
"Perinatal Hepatitis C","2021","Area","South Dakota",,"Case","1"
"Perinatal Hepatitis C","2022","Area","South Dakota",,"Case","2"
"Perinatal Hepatitis C","2023","Area","South Dakota",,"Case","—"
"Perinatal Hepatitis C","2018","Area","Tennessee",,"Case","4"
"Perinatal Hepatitis C","2019","Area","Tennessee",,"Case","16"
"Perinatal Hepatitis C","2020","Area","Tennessee",,"Case","9"
"Perinatal Hepatitis C","2021","Area","Tennessee",,"Case","12"
"Perinatal Hepatitis C","2022","Area","Tennessee",,"Case","15"
"Perinatal Hepatitis C","2023","Area","Tennessee",,"Case","21"
"Perinatal Hepatitis C","2018","Area","Texas",,"Case","N"
"Perinatal Hepatitis C","2019","Area","Texas",,"Case","N"
"Perinatal Hepatitis C","2020","Area","Texas",,"Case","N"
"Perinatal Hepatitis C","2021","Area","Texas",,"Case","N"
"Perinatal Hepatitis C","2022","Area","Texas",,"Case","N"
"Perinatal Hepatitis C","2023","Area","Texas",,"Case","N"
"Perinatal Hepatitis C","2018","Area","Utah",,"Case","4"
"Perinatal Hepatitis C","2019","Area","Utah",,"Case","2"
"Perinatal Hepatitis C","2020","Area","Utah",,"Case","—"
"Perinatal Hepatitis C","2021","Area","Utah",,"Case","6"
"Perinatal Hepatitis C","2022","Area","Utah",,"Case","1"
"Perinatal Hepatitis C","2023","Area","Utah",,"Case","2"
"Perinatal Hepatitis C","2018","Area","Vermont",,"Case","—"
"Perinatal Hepatitis C","2019","Area","Vermont",,"Case","—"
"Perinatal Hepatitis C","2020","Area","Vermont",,"Case","—"
"Perinatal Hepatitis C","2021","Area","Vermont",,"Case","—"
"Perinatal Hepatitis C","2022","Area","Vermont",,"Case","—"
"Perinatal Hepatitis C","2023","Area","Vermont",,"Case","—"
"Perinatal Hepatitis C","2018","Area","Virginia",,"Case","8"
"Perinatal Hepatitis C","2019","Area","Virginia",,"Case","12"
"Perinatal Hepatitis C","2020","Area","Virginia",,"Case","5"
"Perinatal Hepatitis C","2021","Area","Virginia",,"Case","8"
"Perinatal Hepatitis C","2022","Area","Virginia",,"Case","8"
"Perinatal Hepatitis C","2023","Area","Virginia",,"Case","11"
"Perinatal Hepatitis C","2018","Area","Washington",,"Case","4"
"Perinatal Hepatitis C","2019","Area","Washington",,"Case","3"
"Perinatal Hepatitis C","2020","Area","Washington",,"Case","5"
"Perinatal Hepatitis C","2021","Area","Washington",,"Case","2"
"Perinatal Hepatitis C","2022","Area","Washington",,"Case","4"
"Perinatal Hepatitis C","2023","Area","Washington",,"Case","7"
"Perinatal Hepatitis C","2018","Area","West Virginia",,"Case","—"
"Perinatal Hepatitis C","2019","Area","West Virginia",,"Case","—"
"Perinatal Hepatitis C","2020","Area","West Virginia",,"Case","—"
"Perinatal Hepatitis C","2021","Area","West Virginia",,"Case","—"
"Perinatal Hepatitis C","2022","Area","West Virginia",,"Case","11"
"Perinatal Hepatitis C","2023","Area","West Virginia",,"Case","5"
"Perinatal Hepatitis C","2018","Area","Wisconsin",,"Case","2"
"Perinatal Hepatitis C","2019","Area","Wisconsin",,"Case","—"
"Perinatal Hepatitis C","2020","Area","Wisconsin",,"Case","8"
"Perinatal Hepatitis C","2021","Area","Wisconsin",,"Case","4"
"Perinatal Hepatitis C","2022","Area","Wisconsin",,"Case","3"
"Perinatal Hepatitis C","2023","Area","Wisconsin",,"Case","3"
"Perinatal Hepatitis C","2018","Area","Wyoming",,"Case","—"
"Perinatal Hepatitis C","2019","Area","Wyoming",,"Case","—"
"Perinatal Hepatitis C","2020","Area","Wyoming",,"Case","—"
"Perinatal Hepatitis C","2021","Area","Wyoming",,"Case","—"
"Perinatal Hepatitis C","2022","Area","Wyoming",,"Case","—"
"Perinatal Hepatitis C","2023","Area","Wyoming",,"Case","—"
"Perinatal Hepatitis C","2018","Area","Total",,"Case","214"
"Perinatal Hepatitis C","2019","Area","Total",,"Case","216"
"Perinatal Hepatitis C","2020","Area","Total",,"Case","165"
"Perinatal Hepatitis C","2021","Area","Total",,"Case","199"
"Perinatal Hepatitis C","2022","Area","Total",,"Case","197"
"Perinatal Hepatitis C","2023","Area","Total",,"Case","235"
"Hepatitis A","2011","AgeGroups","0-19","0.3","Case","244"
"Hepatitis A","2011","AgeGroups","20-29","0.6","Case","279"
"Hepatitis A","2011","AgeGroups","30-39","0.5","Case","206"
"Hepatitis A","2011","AgeGroups","40-49","0.4","Case","168"
"Hepatitis A","2011","AgeGroups","50-59","0.4","Case","181"
"Hepatitis A","2011","AgeGroups","60+","0.5","Case","298"
"Acute Hepatitis B","2011","AgeGroups","0-19","0","Case","37"
"Acute Hepatitis B","2011","AgeGroups","20-29","1","Case","423"
"Acute Hepatitis B","2011","AgeGroups","30-39","2","Case","800"
"Acute Hepatitis B","2011","AgeGroups","40-49","1.9","Case","805"
"Acute Hepatitis B","2011","AgeGroups","50-59","1.1","Case","466"
"Acute Hepatitis B","2011","AgeGroups","60+","0.5","Case","307"
"Acute Hepatitis C","2011","AgeGroups","0-19","0.1","Case","77"
"Acute Hepatitis C","2011","AgeGroups","20-29","1.2","Case","486"
"Acute Hepatitis C","2011","AgeGroups","30-39","0.8","Case","317"
"Acute Hepatitis C","2011","AgeGroups","40-49","0.4","Case","180"
"Acute Hepatitis C","2011","AgeGroups","50-59","0.3","Case","117"
"Acute Hepatitis C","2011","AgeGroups","60+","0.1","Case","38"
"Chronic Hepatitis B","2011","AgeGroups","0-19","1.4","Case","1145"
"Chronic Hepatitis B","2011","AgeGroups","20-29","8.1","Case","3511"
"Chronic Hepatitis B","2011","AgeGroups","30-39","12.6","Case","5051"
"Chronic Hepatitis B","2011","AgeGroups","40-49","10.3","Case","4434"
"Chronic Hepatitis B","2011","AgeGroups","50-59","8","Case","3407"
"Chronic Hepatitis B","2011","AgeGroups","60+","4.2","Case","2457"
"Chronic Hepatitis C","2011","AgeGroups","0-19","2.2","Case","1840"
"Chronic Hepatitis C","2011","AgeGroups","20-29","31.7","Case","13750"
"Chronic Hepatitis C","2011","AgeGroups","30-39","35.1","Case","14094"
"Chronic Hepatitis C","2011","AgeGroups","40-49","55.7","Case","24062"
"Chronic Hepatitis C","2011","AgeGroups","50-59","97.3","Case","41672"
"Chronic Hepatitis C","2011","AgeGroups","60+","33.2","Case","19627"
"Hepatitis A","2012","AgeGroups","0-19","0.3","Case","230"
"Hepatitis A","2012","AgeGroups","20-29","0.7","Case","302"
"Hepatitis A","2012","AgeGroups","30-39","0.5","Case","207"
"Hepatitis A","2012","AgeGroups","40-49","0.5","Case","201"
"Hepatitis A","2012","AgeGroups","50-59","0.6","Case","241"
"Hepatitis A","2012","AgeGroups","60+","0.6","Case","359"
"Acute Hepatitis B","2012","AgeGroups","0-19","0","Case","21"
"Acute Hepatitis B","2012","AgeGroups","20-29","0.9","Case","387"
"Acute Hepatitis B","2012","AgeGroups","30-39","2.2","Case","872"
"Acute Hepatitis B","2012","AgeGroups","40-49","1.9","Case","806"
"Acute Hepatitis B","2012","AgeGroups","50-59","1.1","Case","491"
"Acute Hepatitis B","2012","AgeGroups","60+","0.4","Case","240"
"Acute Hepatitis C","2012","AgeGroups","0-19","0.1","Case","90"
"Acute Hepatitis C","2012","AgeGroups","20-29","1.7","Case","722"
"Acute Hepatitis C","2012","AgeGroups","30-39","1.1","Case","429"
"Acute Hepatitis C","2012","AgeGroups","40-49","0.6","Case","264"
"Acute Hepatitis C","2012","AgeGroups","50-59","0.4","Case","179"
"Acute Hepatitis C","2012","AgeGroups","60+","0.1","Case","60"
"Chronic Hepatitis B","2012","AgeGroups","0-19","0.9","Case","746"
"Chronic Hepatitis B","2012","AgeGroups","20-29","7.9","Case","3494"
"Chronic Hepatitis B","2012","AgeGroups","30-39","10.9","Case","4421"
"Chronic Hepatitis B","2012","AgeGroups","40-49","8.8","Case","3763"
"Chronic Hepatitis B","2012","AgeGroups","50-59","7","Case","3016"
"Chronic Hepatitis B","2012","AgeGroups","60+","3.8","Case","2336"
"Chronic Hepatitis C","2012","AgeGroups","0-19","2.5","Case","2058"
"Chronic Hepatitis C","2012","AgeGroups","20-29","39.5","Case","17351"
"Chronic Hepatitis C","2012","AgeGroups","30-39","40.3","Case","16295"
"Chronic Hepatitis C","2012","AgeGroups","40-49","51.8","Case","22144"
"Chronic Hepatitis C","2012","AgeGroups","50-59","94.4","Case","40917"
"Chronic Hepatitis C","2012","AgeGroups","60+","35.3","Case","21529"
"Hepatitis A","2013","AgeGroups","0-19","0.2","Case","195"
"Hepatitis A","2013","AgeGroups","20-29","0.7","Case","299"
"Hepatitis A","2013","AgeGroups","30-39","0.7","Case","302"
"Hepatitis A","2013","AgeGroups","40-49","0.6","Case","267"
"Hepatitis A","2013","AgeGroups","50-59","0.6","Case","278"
"Hepatitis A","2013","AgeGroups","60+","0.7","Case","415"
"Acute Hepatitis B","2013","AgeGroups","0-19","0","Case","25"
"Acute Hepatitis B","2013","AgeGroups","20-29","0.8","Case","332"
"Acute Hepatitis B","2013","AgeGroups","30-39","2.4","Case","980"
"Acute Hepatitis B","2013","AgeGroups","40-49","2.1","Case","880"
"Acute Hepatitis B","2013","AgeGroups","50-59","1.1","Case","496"
"Acute Hepatitis B","2013","AgeGroups","60+","0.4","Case","272"
"Acute Hepatitis C","2013","AgeGroups","0-19","0.1","Case","102"
"Acute Hepatitis C","2013","AgeGroups","20-29","2","Case","831"
"Acute Hepatitis C","2013","AgeGroups","30-39","1.4","Case","519"
"Acute Hepatitis C","2013","AgeGroups","40-49","0.7","Case","294"
"Acute Hepatitis C","2013","AgeGroups","50-59","0.5","Case","189"
"Acute Hepatitis C","2013","AgeGroups","60+","0.1","Case","59"
"Chronic Hepatitis B","2013","AgeGroups","0-19","1","Case","858"
"Chronic Hepatitis B","2013","AgeGroups","20-29","10.3","Case","4564"
"Chronic Hepatitis B","2013","AgeGroups","30-39","14","Case","5725"
"Chronic Hepatitis B","2013","AgeGroups","40-49","10.8","Case","4550"
"Chronic Hepatitis B","2013","AgeGroups","50-59","8.3","Case","3644"
"Chronic Hepatitis B","2013","AgeGroups","60+","4.5","Case","2819"
"Chronic Hepatitis C","2013","AgeGroups","0-19","2.6","Case","2161"
"Chronic Hepatitis C","2013","AgeGroups","20-29","48.1","Case","21344"
"Chronic Hepatitis C","2013","AgeGroups","30-39","46.2","Case","18895"
"Chronic Hepatitis C","2013","AgeGroups","40-49","47.6","Case","20019"
"Chronic Hepatitis C","2013","AgeGroups","50-59","84.3","Case","36895"
"Chronic Hepatitis C","2013","AgeGroups","60+","36.9","Case","23198"
"Hepatitis A","2014","AgeGroups","0-19","0.2","Case","155"
"Hepatitis A","2014","AgeGroups","20-29","0.5","Case","246"
"Hepatitis A","2014","AgeGroups","30-39","0.5","Case","207"
"Hepatitis A","2014","AgeGroups","40-49","0.3","Case","139"
"Hepatitis A","2014","AgeGroups","50-59","0.4","Case","182"
"Hepatitis A","2014","AgeGroups","60+","0.5","Case","304"
"Acute Hepatitis B","2014","AgeGroups","0-19","0","Case","14"
"Acute Hepatitis B","2014","AgeGroups","20-29","0.6","Case","282"
"Acute Hepatitis B","2014","AgeGroups","30-39","2.2","Case","888"
"Acute Hepatitis B","2014","AgeGroups","40-49","2","Case","818"
"Acute Hepatitis B","2014","AgeGroups","50-59","1.2","Case","504"
"Acute Hepatitis B","2014","AgeGroups","60+","0.4","Case","272"
"Acute Hepatitis C","2014","AgeGroups","0-19","0.1","Case","88"
"Acute Hepatitis C","2014","AgeGroups","20-29","2.2","Case","918"
"Acute Hepatitis C","2014","AgeGroups","30-39","1.7","Case","643"
"Acute Hepatitis C","2014","AgeGroups","40-49","0.7","Case","282"
"Acute Hepatitis C","2014","AgeGroups","50-59","0.4","Case","166"
"Acute Hepatitis C","2014","AgeGroups","60+","0.1","Case","70"
"Chronic Hepatitis B","2014","AgeGroups","0-19","0.5","Case","310"
"Chronic Hepatitis B","2014","AgeGroups","20-29","5.5","Case","1952"
"Chronic Hepatitis B","2014","AgeGroups","30-39","9.1","Case","2995"
"Chronic Hepatitis B","2014","AgeGroups","40-49","7.6","Case","2516"
"Chronic Hepatitis B","2014","AgeGroups","50-59","6.6","Case","2346"
"Chronic Hepatitis B","2014","AgeGroups","60+","3.6","Case","1906"
"Chronic Hepatitis C","2014","AgeGroups","0-19","4.1","Case","2412"
"Chronic Hepatitis C","2014","AgeGroups","20-29","89.1","Case","28907"
"Chronic Hepatitis C","2014","AgeGroups","30-39","87.2","Case","26051"
"Chronic Hepatitis C","2014","AgeGroups","40-49","78.6","Case","23614"
"Chronic Hepatitis C","2014","AgeGroups","50-59","140.4","Case","45211"
"Chronic Hepatitis C","2014","AgeGroups","60+","68.4","Case","32500"
"Hepatitis A","2015","AgeGroups","0-19","0.2","Case","145"
"Hepatitis A","2015","AgeGroups","20-29","0.6","Case","287"
"Hepatitis A","2015","AgeGroups","30-39","0.6","Case","233"
"Hepatitis A","2015","AgeGroups","40-49","0.4","Case","164"
"Hepatitis A","2015","AgeGroups","50-59","0.5","Case","205"
"Hepatitis A","2015","AgeGroups","60+","0.5","Case","353"
"Acute Hepatitis B","2015","AgeGroups","0-19","0","Case","19"
"Acute Hepatitis B","2015","AgeGroups","20-29","0.8","Case","348"
"Acute Hepatitis B","2015","AgeGroups","30-39","2.6","Case","1094"
"Acute Hepatitis B","2015","AgeGroups","40-49","2.4","Case","961"
"Acute Hepatitis B","2015","AgeGroups","50-59","1.4","Case","615"
"Acute Hepatitis B","2015","AgeGroups","60+","0.5","Case","312"
"Acute Hepatitis C","2015","AgeGroups","0-19","0.1","Case","99"
"Acute Hepatitis C","2015","AgeGroups","20-29","2.4","Case","999"
"Acute Hepatitis C","2015","AgeGroups","30-39","1.7","Case","682"
"Acute Hepatitis C","2015","AgeGroups","40-49","0.9","Case","337"
"Acute Hepatitis C","2015","AgeGroups","50-59","0.6","Case","240"
"Acute Hepatitis C","2015","AgeGroups","60+","0.1","Case","77"
"Chronic Hepatitis B","2015","AgeGroups","0-19","0.5","Case","355"
"Chronic Hepatitis B","2015","AgeGroups","20-29","5.7","Case","2166"
"Chronic Hepatitis B","2015","AgeGroups","30-39","10.6","Case","3723"
"Chronic Hepatitis B","2015","AgeGroups","40-49","8.9","Case","3058"
"Chronic Hepatitis B","2015","AgeGroups","50-59","7.3","Case","2727"
"Chronic Hepatitis B","2015","AgeGroups","60+","3.9","Case","2196"
"Chronic Hepatitis C","2015","AgeGroups","0-19","3.7","Case","2357"
"Chronic Hepatitis C","2015","AgeGroups","20-29","91.5","Case","32712"
"Chronic Hepatitis C","2015","AgeGroups","30-39","95","Case","31560"
"Chronic Hepatitis C","2015","AgeGroups","40-49","76.2","Case","24825"
"Chronic Hepatitis C","2015","AgeGroups","50-59","134.5","Case","47708"
"Chronic Hepatitis C","2015","AgeGroups","60+","71.8","Case","38734"
"Hepatitis A","2016","AgeGroups","0-19","0.2","Case","178"
"Hepatitis A","2016","AgeGroups","20-29","0.9","Case","392"
"Hepatitis A","2016","AgeGroups","30-39","0.9","Case","391"
"Hepatitis A","2016","AgeGroups","40-49","0.8","Case","333"
"Hepatitis A","2016","AgeGroups","50-59","0.7","Case","297"
"Hepatitis A","2016","AgeGroups","60+","0.6","Case","409"
"Acute Hepatitis B","2016","AgeGroups","0-19","0","Case","18"
"Acute Hepatitis B","2016","AgeGroups","20-29","0.6","Case","286"
"Acute Hepatitis B","2016","AgeGroups","30-39","2.4","Case","1000"
"Acute Hepatitis B","2016","AgeGroups","40-49","2.2","Case","906"
"Acute Hepatitis B","2016","AgeGroups","50-59","1.5","Case","655"
"Acute Hepatitis B","2016","AgeGroups","60+","0.5","Case","342"
"Acute Hepatitis C","2016","AgeGroups","0-19","0.1","Case","86"
"Acute Hepatitis C","2016","AgeGroups","20-29","2.7","Case","1135"
"Acute Hepatitis C","2016","AgeGroups","30-39","2.2","Case","868"
"Acute Hepatitis C","2016","AgeGroups","40-49","1.2","Case","452"
"Acute Hepatitis C","2016","AgeGroups","50-59","0.6","Case","264"
"Acute Hepatitis C","2016","AgeGroups","60+","0.2","Case","141"
"Chronic Hepatitis B","2016","AgeGroups","0-19","0.6","Case","418"
"Chronic Hepatitis B","2016","AgeGroups","20-29","5.7","Case","2177"
"Chronic Hepatitis B","2016","AgeGroups","30-39","10.5","Case","3786"
"Chronic Hepatitis B","2016","AgeGroups","40-49","9.1","Case","3137"
"Chronic Hepatitis B","2016","AgeGroups","50-59","7.4","Case","2771"
"Chronic Hepatitis B","2016","AgeGroups","60+","4","Case","2403"
"Chronic Hepatitis C","2016","AgeGroups","0-19","2.7","Case","1768"
"Chronic Hepatitis C","2016","AgeGroups","20-29","73.1","Case","26581"
"Chronic Hepatitis C","2016","AgeGroups","30-39","80.7","Case","27596"
"Chronic Hepatitis C","2016","AgeGroups","40-49","60.3","Case","19733"
"Chronic Hepatitis C","2016","AgeGroups","50-59","102.8","Case","36772"
"Chronic Hepatitis C","2016","AgeGroups","60+","58.6","Case","33029"
"Hepatitis A","2017","AgeGroups","0-19","0.2","Case","126"
"Hepatitis A","2017","AgeGroups","20-29","1.4","Case","659"
"Hepatitis A","2017","AgeGroups","30-39","2.1","Case","893"
"Hepatitis A","2017","AgeGroups","40-49","1.5","Case","621"
"Hepatitis A","2017","AgeGroups","50-59","1.3","Case","554"
"Hepatitis A","2017","AgeGroups","60+","0.7","Case","509"
"Acute Hepatitis B","2017","AgeGroups","0-19","0","Case","16"
"Acute Hepatitis B","2017","AgeGroups","20-29","0.6","Case","271"
"Acute Hepatitis B","2017","AgeGroups","30-39","2.3","Case","998"
"Acute Hepatitis B","2017","AgeGroups","40-49","2.5","Case","1028"
